ID,NAME,SMILES,NaClg/L,Temp,Concentration,IE
10533,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,293 K,100 PPM ,50.80%
10534,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,293 K,200 PPM ,64.50%
10535,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,293 K,400 PPM,75.70%
10536,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,293 K,700 PPM,89.40%
10537,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,293 K,1000 PPM,93.30%
10538,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,50  PPM ,30.90%
10539,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,100 PPM ,46.20%
10540,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,200 PPM ,55.60%
10541,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,400 PPM,61.40%
10542,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,700 PPM,79.70%
10543,imidazoline phosphate quaternary ammonium salt ,CCCCCCCCCCCC(=O)NCCN(CCN)CC(O)COP(=O)(O)[O-],20,333K,1000 PPM,90.90%
10544,Thioureido-oleic acid imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCNC(N)=S,0,333K,50  PPM ,86.24%
10545,modified imidazoline,C#CCOCNC(=S)NCCN1CC/N=C1/CCCCCCC/C=C/CCCCCCCC,0,333K,50  PPM ,95.37%
10546,,CCCCCCC/C=C/CCCC/C1=N/CCN1CCO,30,323K,5 PPM,54.20%
10547,,CCCCCCC/C=C/CCCC/C1=N/CCN1CCO,30,323K,10 PPM,99.60%
10548,,CCCCCCC/C=C/CCCC/C1=N/CCN1CCO,30,323K,25 PPM,90.70%
10549,,CCCCCCC/C=C/CCCC/C1=N/CCN1CCO,30,323K,50  PPM ,90.10%
10550,,CCCCCCC/C=C/CCCC/C1=N/CCN1CCO,30,323K,100 PPM ,90.40%
10551,"5-((3-phenylallylidene)amino)-1,3,4-thiadiazole-2-thiol (PATT) ",Sc2nnc(/N=C/C=C/c1ccccc1)s2,62.36,333 K,0.001 mM,59.50%
10552,"5-((3-phenylallylidene)amino)-1,3,4-thiadiazole-2-thiol (PATT) ",Sc2nnc(/N=C/C=C/c1ccccc1)s2,62.36,333 K,0.0025 mM,90.80%
10553,"5-((3-phenylallylidene)amino)-1,3,4-thiadiazole-2-thiol (PATT) ",Sc2nnc(/N=C/C=C/c1ccccc1)s2,62.36,333 K,0.005 mM,98.76%
10554,"5-((3-phenylallylidene)amino)-1,3,4-thiadiazole-2-thiol (PATT) ",Sc2nnc(/N=C/C=C/c1ccccc1)s2,62.36,333 K,0.01 mM,98.98%
10555,"5-((3-phenylallylidene)amino)-1,3,4-thiadiazole-2-thiol (PATT) ",Sc2nnc(/N=C/C=C/c1ccccc1)s2,62.36,333 K,0.025 mM,99.24%
10556,"5-((3-phenylallylidene)amino)-1,3,4-thiadiazole-2-thiol (PATT) ",Sc2nnc(/N=C/C=C/c1ccccc1)s2,62.36,333 K,0.05 mM,98.92%
10557,"5-((Thiophen-2-ylmethylene)amino)-1,3,4-thiadiazole-2-thiol",Sc2nnc(/N=C/C=C/c1cccs1)s2,62.36,333 K,0.001 mM,49.52%
10558,"5-((Thiophen-2-ylmethylene)amino)-1,3,4-thiadiazole-2-thiol",Sc2nnc(/N=C/C=C/c1cccs1)s2,62.36,333 K,0.0025 mM,79.40%
10559,"5-((Thiophen-2-ylmethylene)amino)-1,3,4-thiadiazole-2-thiol",Sc2nnc(/N=C/C=C/c1cccs1)s2,62.36,333 K,0.005 mM,98.69%
10560,"5-((Thiophen-2-ylmethylene)amino)-1,3,4-thiadiazole-2-thiol",Sc2nnc(/N=C/C=C/c1cccs1)s2,62.36,333 K,0.01 mM,98.94%
10561,"5-((Thiophen-2-ylmethylene)amino)-1,3,4-thiadiazole-2-thiol",Sc2nnc(/N=C/C=C/c1cccs1)s2,62.36,333 K,0.025 mM,99.04
10562,"5-((Thiophen-2-ylmethylene)amino)-1,3,4-thiadiazole-2-thiol",Sc2nnc(/N=C/C=C/c1cccs1)s2,62.36,333 K,0.05 mM,98.99%
10567,,OCC3OC(NCCCCCCNC2OC1COOC1C(O)C2O)C(O)C(O)C3O,35,298k,0.45 mM,80.62%
10568,,OCC3OC(NCCCCCCNC2OC1COOC1C(O)C2O)C(O)C(O)C3O,35,298k,0.91mM,83.21%
10569,,OCC3OC(NCCCCCCNC2OC1COOC1C(O)C2O)C(O)C(O)C3O,35,298k,1.36mM,87.76%
10570,,OCC3OC(NCCCCCCNC2OC1COOC1C(O)C2O)C(O)C(O)C3O,35,298k,2.27 mM,90.69%
10574," 5-(4-hydroxy-3-methoxyphenyl)-2,7-dithioxo-2,3,5,6,7,8-hexahydropyrimido[4,5-d]pyrimidin-4(1H)-one (PP) ",COc3cc(C2NC(=S)Nc1[nH]c(=S)[nH]c(=O)c12)ccc3O,35,298K,20 PPM,95.00%
10575," 5-(4-hydroxy-3-methoxyphenyl)-2,7-dithioxo-2,3,5,6,7,8-hexahydropyrimido[4,5-d]pyrimidin-4(1H)-one (PP) ",COc3cc(C2NC(=S)Nc1[nH]c(=S)[nH]c(=O)c12)ccc3O,35,298K,40 PPM,97.00%
10576," 5-(4-hydroxy-3-methoxyphenyl)-2,7-dithioxo-2,3,5,6,7,8-hexahydropyrimido[4,5-d]pyrimidin-4(1H)-one (PP) ",COc3cc(C2NC(=S)Nc1[nH]c(=S)[nH]c(=O)c12)ccc3O,35,298K,80 PPM,98.00%
10577,"5,5′-disulfanediylbis(1,3,4-thiadiazol-2-amine",Nc2nnc(SSc1nnc(N)s1)s2,62.36,333 K,0.2mM,99.40%
10578,"5-(benzylthio)−1, 3, 4-thiadiazol-2-amine (BTTA)",Nc2nnc(SCc1ccccc1)s2,62.36,333 K,0.025mM,99.20%
10579,Thiourea,NC(N)=S,35,333 K,500 PPM,15.70%
10580,4-methylpyridine quaternary ammonium salt ,Cc2cc[n+](Cc1ccccc1)cc2.[Cl-],35,333 K,500 PPM,-19.70%
10581," quinoline quaternary
ammonium salt",c3ccc(C[n+]2cccc1ccccc12)cc3.[Cl-],35,333 K,500 PPM,51.20%
10582," 1,3-bis(4-methoxybenzyl)-2-(4-methoxyphenyl) imidazolidine",COc4ccc(CN3CCN(Cc1ccc(OC)cc1)c2cc(OC)ccc23)cc4,0,333 K,100 PPM ,62.60%
10583," 1,3-bis(4-methoxybenzyl)-2-(4-methoxyphenyl) imidazolidine",COc4ccc(CN3CCN(Cc1ccc(OC)cc1)c2cc(OC)ccc23)cc4,0,333 K,200 PPM ,74.80%
10584," 1,3-bis(4-methoxybenzyl)-2-(4-methoxyphenyl) imidazolidine",COc4ccc(CN3CCN(Cc1ccc(OC)cc1)c2cc(OC)ccc23)cc4,0,333 K,300 PPM,81.50%
10585," 1,3-bis(4-methoxybenzyl)-2-(4-methoxyphenyl) imidazolidine",COc4ccc(CN3CCN(Cc1ccc(OC)cc1)c2cc(OC)ccc23)cc4,0,333 K,400 PPM,92.00%
10586,"1,3-bis (4-methoxybenzyl)-2-phenylimidazolidine ",COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,0,333 K,100 PPM,61.40%
10587,"1,3-bis (4-methoxybenzyl)-2-phenylimidazolidine ",COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,0,333 K,200 PPM,69.80%
10588,"1,3-bis (4-methoxybenzyl)-2-phenylimidazolidine ",COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,0,333 K,300 PPM,78.30%
10589,"1,3-bis (4-methoxybenzyl)-2-phenylimidazolidine ",COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,0,333 K,400 PPM,86.80%
10590,"1,3-bis(4-methoxybenzyl)-2-(4-nitrophenyl) imidazolidine",COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(N(=O)=O)cc3)cc4,0,333 K,100 PPM,43.10%
10591,"1,3-bis(4-methoxybenzyl)-2-(4-nitrophenyl) imidazolidine",COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(N(=O)=O)cc3)cc4,0,333 K,200 PPM,66.90%
10592,"1,3-bis(4-methoxybenzyl)-2-(4-nitrophenyl) imidazolidine",COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(N(=O)=O)cc3)cc4,0,333 K,300 PPM,76.10%
10593,"1,3-bis(4-methoxybenzyl)-2-(4-nitrophenyl) imidazolidine",COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(N(=O)=O)cc3)cc4,0,333 K,400 PPM,83.40%
10594, mannich base,O=C(CCN(CC/N=C/c1ccccc1O)CC/N=C/c2ccccc2O)CCN(CC/N=C/c3ccccc3O)CC/N=C/c4ccccc4O,30,298K,50 PPM,57.20%
10595, mannich base,O=C(CCN(CC/N=C/c1ccccc1O)CC/N=C/c2ccccc2O)CCN(CC/N=C/c3ccccc3O)CC/N=C/c4ccccc4O,30,298K,100 PPM ,79.30%
10596, mannich base,O=C(CCN(CC/N=C/c1ccccc1O)CC/N=C/c2ccccc2O)CCN(CC/N=C/c3ccccc3O)CC/N=C/c4ccccc4O,30,298K,200 PPM,83.50%
10597, mannich base,O=C(CCN(CC/N=C/c1ccccc1O)CC/N=C/c2ccccc2O)CCN(CC/N=C/c3ccccc3O)CC/N=C/c4ccccc4O,30,298K,300 PPM,86.90%
10598,2-Thiobarbituric acid ,O=C1CC(=O)NC(=S)N1,35,298K,25 PPM,91.20%
10599,2-Thiobarbituric acid ,O=C1CC(=O)NC(=S)N1,35,298K,50PPM,96.30%
10600,2-Thiobarbituric acid ,O=C1CC(=O)NC(=S)N1,35,298K,75 PPM,97.10%
10601,2-Thiobarbituric acid ,O=C1CC(=O)NC(=S)N1,35,298K,100 PPM,91.80%
10602,2-Thiobarbituric acid ,O=C1CC(=O)NC(=S)N1,35,298K,25 PPM,91.80%
10603,2-Thiobarbituric acid ,O=C1CC(=O)NC(=S)N1,35,298K,50PPM,96.00%
10604,2-Thiobarbituric acid ,O=C1CC(=O)NC(=S)N1,35,298K,75 PPM,97.80%
10605,2-Thiobarbituric acid ,O=C1CC(=O)NC(=S)N1,35,298K,100 PPM,93.70%
10606,fatty acid amide ,CCCCC/C=C\C\C=C/CCCCCCCC(=O)NCCNCCO,35,298K,5 PPM,26.48%
10607,fatty acid amide ,CCCCC/C=C\C\C=C/CCCCCCCC(=O)NCCNCCO,35,298K,10 PPM,64.73%
10608,fatty acid amide ,CCCCC/C=C\C\C=C/CCCCCCCC(=O)NCCNCCO,35,298K,25 PPM,96.10%
10609,fatty acid amide ,CCCCC/C=C\C\C=C/CCCCCCCC(=O)NCCNCCO,35,298K,50 PPM,96.06%
10610,fatty acid amide ,CCCCC/C=C\C\C=C/CCCCCCCC(=O)NCCNCCO,35,298K,100 PPM,95.98%
10611,oligosaccharide derivatives (PHC) ,COC3OC(CO)C(OC2C(O)C(N)C(OC1OC(CO)C(C)C(O)C1NCC(O)[N+](C)(C)C)OC2CO)C(O)C3/N=C\c4ccccc4.[Cl-],35,353K,30 PPM,36.63%
10612,oligosaccharide derivatives (PHC) ,COC3OC(CO)C(OC2C(O)C(N)C(OC1OC(CO)C(C)C(O)C1NCC(O)[N+](C)(C)C)OC2CO)C(O)C3/N=C\c4ccccc4.[Cl-],35,353K,50  PPM ,55.86%
10613,oligosaccharide derivatives (PHC) ,COC3OC(CO)C(OC2C(O)C(N)C(OC1OC(CO)C(C)C(O)C1NCC(O)[N+](C)(C)C)OC2CO)C(O)C3/N=C\c4ccccc4.[Cl-],35,353K,80 PPM,88.78%
10614,oligosaccharide derivatives (PHC) ,COC3OC(CO)C(OC2C(O)C(N)C(OC1OC(CO)C(C)C(O)C1NCC(O)[N+](C)(C)C)OC2CO)C(O)C3/N=C\c4ccccc4.[Cl-],35,353K,100 PPM,88.06%
10615,oligosaccharide derivatives (PHC) ,CC/C=N\C3C(O)C(OC2C(O)C(N)C(OC1OC(CO)C(C)C(O)C1NCC(O)[N+](C)(C)C)OC2CO)C(CO)OC3OC.[Cl-],35,353K,30 PPM,71.52%
10616,oligosaccharide derivatives (PHC) ,CC/C=N\C3C(O)C(OC2C(O)C(N)C(OC1OC(CO)C(C)C(O)C1NCC(O)[N+](C)(C)C)OC2CO)C(CO)OC3OC.[Cl-],35,353K,50  PPM ,87.73%
10617,oligosaccharide derivatives (PHC) ,CC/C=N\C3C(O)C(OC2C(O)C(N)C(OC1OC(CO)C(C)C(O)C1NCC(O)[N+](C)(C)C)OC2CO)C(CO)OC3OC.[Cl-],35,353K,80 PPM,83.43%
10618,oligosaccharide derivatives (PHC) ,CC/C=N\C3C(O)C(OC2C(O)C(N)C(OC1OC(CO)C(C)C(O)C1NCC(O)[N+](C)(C)C)OC2CO)C(CO)OC3OC.[Cl-],35,353K,100 PPM,91.90%
10619,4-methylpyridine quaternary ammonium salts ,Cc2cc[n+](Cc1ccccc1)cc2.[Cl-],35,333 K,20 PPM,16.20%
10620, thiourea,NC(N)=S,35,333 K,20 PPM,49.40%
10621,mercaptoethanol  ,OCCS,35,333 K,20 PPM,56.60%
10622,Zwitterionic Compounds,CCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,10 PPM,79.72%
10623,Zwitterionic Compounds,CCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,25 PPM,87.62%
10624,Zwitterionic Compounds,CCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,50 PPM,87.78%
10625,Zwitterionic Compounds,CCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,75 PPM,91.67%
10626,Zwitterionic Compounds,CCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,100 PPM,87.77%
10627,Zwitterionic Compounds,CCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,10 PPM,98.80%
10628,Zwitterionic Compounds,CCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,25 PPM,99.42%
10629,Zwitterionic Compounds,CCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,50 PPM,99.67%
10630,Zwitterionic Compounds,CCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,75 PPM,99.58%
10631,Zwitterionic Compounds,CCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,100 PPM,98.62%
10632,Zwitterionic Compounds,CCCCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,10 PPM,99.68%
10633,Zwitterionic Compounds,CCCCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,25 PPM,99.00%
10634,Zwitterionic Compounds,CCCCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,50 PPM,96.28%
10635,Zwitterionic Compounds,CCCCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,75 PPM,89.17%
10636,Zwitterionic Compounds,CCCCCCCCCCCCCCCCCC[NH+](CCC(=O)[O-])CC(O)COCCOCCOCCOCCOCCOCCOCCOCC(O)C[NH+](CCCCCCCCCCCCCCCCCC)CCC(=O)[O-],58.5,343 K,100 PPM,68.50%
10637,chitosan,COC1C(O)C(N)C(C)OC1CO,35,298K,25 PPM,22.00%
10638,chitosan,COC1C(O)C(N)C(C)OC1CO,35,298K,50 PPM,34.00%
10639,chitosan,COC1C(O)C(N)C(C)OC1CO,35,298K,75 PPM,41.00%
10640,chitosan,COC1C(O)C(N)C(C)OC1CO,35,298K,100 PPM,45.00%
10641,carboxyl methylcellulose,COC2OC(CO)C(OC1OC(CO)C(OC)C(O)C1OCC(=O)O)C(O)C2OCC(=O)O,35,298K,25 PPM,28.00%
10642,carboxyl methylcellulose,COC2OC(CO)C(OC1OC(CO)C(OC)C(O)C1OCC(=O)O)C(O)C2OCC(=O)O,35,298K,50PPM,32.00%
10643,carboxyl methylcellulose,COC2OC(CO)C(OC1OC(CO)C(OC)C(O)C1OCC(=O)O)C(O)C2OCC(=O)O,35,298K,75 PPM,33.00%
10644,carboxyl methylcellulose,COC2OC(CO)C(OC1OC(CO)C(OC)C(O)C1OCC(=O)O)C(O)C2OCC(=O)O,35,298K,100 PPM,39.00%
10645,Thiourea formaldehyde,CNC(=S)NCN(CO)C(=S)NC,35,298K,25 PPM,74.00%
10646,Thiourea formaldehyde,CNC(=S)NCN(CO)C(=S)NC,35,298K,50 PPM,75.00%
10647,Thiourea formaldehyde,CNC(=S)NCN(CO)C(=S)NC,35,298K,100 PPM,90.00%
10648,gemini inhibitor,CCCCCCCCCCCC[N+](C)(C)CC(O)C[n+]1cc(N(=O)=O)n(CCO)c1C.[Cl-].[Cl-],2.896,343 K,5 PPM,66.50%
10649,gemini inhibitor,CCCCCCCCCCCC[N+](C)(C)CC(O)C[n+]1cc(N(=O)=O)n(CCO)c1C.[Cl-].[Cl-],2.896,343 K,10 PPM,89.90%
10650,gemini inhibitor,CCCCCCCCCCCC[N+](C)(C)CC(O)C[n+]1cc(N(=O)=O)n(CCO)c1C.[Cl-].[Cl-],2.896,343 K,20 PPM,90.30%
10651,gemini inhibitor,CCCCCCCCCCCC[N+](C)(C)CC(O)C[n+]1cc(N(=O)=O)n(CCO)c1C.[Cl-].[Cl-],2.896,343 K,40 PPM,95.30%
10652,gemini inhibitor,CCCCCCCCCCCC[N+](C)(C)CC(O)C[n+]1cc(N(=O)=O)n(CCO)c1C.[Cl-].[Cl-],2.896,343 K,80 PPM,91.20%
10653,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(CCC(=O)NC(C)(C)S(=O)(=O)O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,100 PPM,64.00%
10654,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(CCC(=O)NC(C)(C)S(=O)(=O)O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,200 PPM,86.00%
10655,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(CCC(=O)NC(C)(C)S(=O)(=O)O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,300 PPM,89.00%
10656,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(CCC(=O)NC(C)(C)S(=O)(=O)O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,400 PPM,91.00%
10657,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(CCC(=O)NC(C)(C)S(=O)(=O)O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,500 PPM,95.00%
10658,Poly 2-acrylamide-2-methylpropanesulfonic acid-co-NVP,CC(CCCN1CCCC1=O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,100 PPM,64.00%
10659,Poly 2-acrylamide-2-methylpropanesulfonic acid-co-NVP,CC(CCCN1CCCC1=O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,200 PPM,86.00%
10660,Poly 2-acrylamide-2-methylpropanesulfonic acid-co-NVP,CC(CCCN1CCCC1=O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,300 PPM,89.00%
10661,Poly 2-acrylamide-2-methylpropanesulfonic acid-co-NVP,CC(CCCN1CCCC1=O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,400 PPM,91.00%
10662,Poly 2-acrylamide-2-methylpropanesulfonic acid-co-NVP,CC(CCCN1CCCC1=O)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,500 PPM,95.00%
10663,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(C)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,100 PPM,64.00%
10664,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(C)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,200 PPM,86.00%
10665,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(C)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,300 PPM,89.00%
10666,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(C)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,400 PPM,91.00%
10667,Poly 2-acrylamide-2-methylpropanesulfonic acid,CC(C)C(=O)OCC[N+](C)(C)C.[Cl-],35,298K,500 PPM,95.00%
10668,,C/C1=N/CC[N+]1(CCN)CC(O)C[N+]2(CCN)CCNC2=S.[Cl-].[Cl-],2.896,343 K,5 PPM,80.80%
10669,,C/C1=N/CC[N+]1(CCN)CC(O)C[N+]2(CCN)CCNC2=S.[Cl-].[Cl-],2.896,343 K,10 PPM,79.20%
10670,,C/C1=N/CC[N+]1(CCN)CC(O)C[N+]2(CCN)CCNC2=S.[Cl-].[Cl-],2.896,343 K,20 PPM,68.00%
10671,,C/C1=N/CC[N+]1(CCN)CC(O)C[N+]2(CCN)CCNC2=S.[Cl-].[Cl-],2.896,343 K,40 PPM,70.10%
10672,,C/C1=N/CC[N+]1(CCN)CC(O)C[N+]2(CCN)CCNC2=S.[Cl-].[Cl-],2.896,343 K,80 PPM,88.20%
10673,"5,10,15,20-tetrakis(pentafluorophenyl)-21H,23H-porphyrin palladium(II)",Fc%12c(F)c(F)c(c4c6ccc7c(c1c(F)c(F)c(F)c(F)c1F)c%10ccc%11c(c2c(F)c(F)c(F)c(F)c2F)c9ccc8c(c3c(F)c(F)c(F)c(F)c3F)c5ccc4[n+]5[Pd](n67)(n89)[n+]%10%11)c(F)c%12F,35,298K,400 PPM,86.00%
10674,"4,4′,4″,4‴-(porphyrin-5,10,15,20-tetrayl)tetrakis(benzoic acid)",O=C(O)c9ccc(c7c1ccc(n1)c(c2ccc(C(=O)O)cc2)c3ccc([nH]3)c(c4ccc(C(=O)O)cc4)c5ccc(n5)c(c6ccc(C(=O)O)cc6)c8ccc7[nH]8)cc9,35,298K,400 PPM,93.00%
10675,zwitterionic compounds,CCCCCCCC[NH2+]CCC(=O)[O-],0,343 K,25 PPM,61.47%
10676,zwitterionic compounds,CCCCCCCCCCCC[NH2+]CCC(=O)[O-],0,343 K,25 PPM,87.28%
10677,zwitterionic compounds,CCCCCCCCCCCCCCCCCC[NH2+]CCC(=O)[O-],58.5,343 K,25 PPM,90.14%
10678,zwitterionic compounds,CCCCCCCCCCCC[NH2+]CCC(=O)[O-],58.5,343 K,50 PPM,98.56%
10679,zwitterionic compounds,CCCCCCCCCCCC[NH2+]CCC(=O)[O-],58.5,343 K,75 PPM,98.93%
10680,Pomelo peel extract ,C[C@@H]5O[C@@H](O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc4cc(O)c3C(=O)CC(c2ccc(O)cc2)Oc3c4)[C@H](O)[C@H](O)[C@H]5O,35,298K,100 PPM,77.30%
10681,Pomelo peel extract ,C[C@@H]5O[C@@H](O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc4cc(O)c3C(=O)CC(c2ccc(O)cc2)Oc3c4)[C@H](O)[C@H](O)[C@H]5O,35,298K,200 PPM,86.70%
10682,Pomelo peel extract ,C[C@@H]5O[C@@H](O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc4cc(O)c3C(=O)CC(c2ccc(O)cc2)Oc3c4)[C@H](O)[C@H](O)[C@H]5O,35,298K,300 PPM,92.90%
10683,Pomelo peel extract ,C[C@@H]5O[C@@H](O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc4cc(O)c3C(=O)CC(c2ccc(O)cc2)Oc3c4)[C@H](O)[C@H](O)[C@H]5O,35,298K,400 PPM,93.30%
10684,1-(2-aminoethyl)-2-heptadecyl imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,16.5,323K,100 PPM,99.30%
10685,1-(2-aminoethyl)-2-heptadecyl imidazoline,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,16.5,323K,100 PPM,99.40%
10686,         tetradecyl trimethyl ammonium bromide (TTAB) ,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],35,333±1K, 30mg/L,97.64%
10687,octadecylamine (OCT)            ,CCCCCCCCCCCCCCCCCCN,35,333±1K,30mg/L,66.08%
10688,"2-(4-methoxyphenyl)-4,5-diphenyl-imidazole (M-1)     ",COc4ccc(c3nc(c1ccccc1)c(c2ccccc2)[nH]3)cc4,35,308K,400 mg/L,90.00%
10689,"             4,5-diphenyl-2-(p-tolyl)-imidazole (M-2)                  ",Cc4ccc(c3nc(c1ccccc1)c(c2ccccc2)[nH]3)cc4,35,308K,400 mg/L,84.00%
10690,"               2-(4-nitrophenyl)-4,5-diphenyl-imidazole (M-3)",O=N(=O)c4ccc(c3nc(c1ccccc1)c(c2ccccc2)[nH]3)cc4,35,308K,400 mg/L,77.00%
